ID,Age,Gender,Education Level,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Emotional Intelligence,Risk Tolerance,Stress Resilience,Decision-Making Style,Motivation Type,Logical Reasoning,Verbal Ability,Numerical Ability,Creativity,Memory/Attention Span,Learning Style,Analytical Thinking,Communication,Leadership,Problem-Solving,Technical/Programming,Artistic/Design,Empathy & Counseling Ability,Negotiation/Persuasion,Entrepreneurial Drive,Domain-Specific Skill,Interests,Preferred Work Environment,Values & Motivators,Career Recommendation
752,40,Male,Undergraduate,6,1,9,6,5,1,4,5,Analytical,Extrinsic,6,1,2,10,5,Reading/Writing,3,4,7,5,4,1,7,3,1,"Architecture, Urban Planning","Hospitality, Environment, Politics, Art",Hands-on/Fieldwork,"Growth, Creativity, Innovation",Product Manager
753,42,Female,PhD,10,3,4,2,10,10,6,6,Risk-averse,Extrinsic,8,7,2,7,10,Auditory,3,4,1,9,5,3,4,6,1,"Wildlife Conservation, Architecture","Design, Space, Literature",Fast-paced,"Impact, Stability, Recognition",Film Director
754,43,Male,Graduate,2,3,8,7,5,4,9,3,Collaborative,Extrinsic,3,7,4,2,1,Visual,10,5,10,8,2,1,7,5,5,"Cybersecurity, Surgery","Art, Sports, Science",Structured/Organized,"Impact, Growth",Digital Content Strategist
755,44,Male,Undergraduate,7,4,8,8,4,5,4,8,Analytical,Intrinsic,7,10,9,3,7,Auditory,5,9,10,6,4,2,10,5,5,Architecture,"Medicine, Business, Defense, Public Policy",Team-oriented,"Security, Growth",Quantitative Analyst
756,33,Male,Graduate,2,2,5,5,5,4,2,10,Collaborative,Extrinsic,10,6,7,9,3,Auditory,8,1,9,1,7,5,6,7,6,"Music Composition, Diplomacy","Hospitality, Media, Medicine",Hands-on/Fieldwork,"Recognition, Impact, Security",AI/ML Engineer
757,35,Male,Undergraduate,1,5,9,6,8,10,1,5,Collaborative,Mixed,9,10,4,2,8,Visual,5,6,7,4,1,6,2,2,5,Teaching Pedagogy,"Agriculture, Sports",Team-oriented,"Adventure, Innovation",Media Producer
758,42,Male,PhD,2,8,6,1,6,10,7,10,Risk-averse,Extrinsic,3,8,3,1,4,Reading/Writing,9,2,9,9,9,10,9,7,5,Renewable Energy Systems,"Medicine, AI",Hands-on/Fieldwork,"Legacy, Money",Urban Planner
759,25,Female,PhD,10,1,6,2,8,2,2,2,Collaborative,Intrinsic,4,10,5,9,6,Auditory,1,10,10,4,4,3,4,5,6,Fashion Design,"Hospitality, Research, Medicine",Research-driven,"Service, Growth, Money",Medical Researcher
760,27,Female,Vocational,10,5,10,9,9,4,3,4,Analytical,Extrinsic,4,2,7,3,4,Reading/Writing,6,5,9,4,2,10,8,1,7,Surgery,"Literature, Politics, Space",Research-driven,"Legacy, Freedom, Stability",Biotech Researcher
761,43,Female,Vocational,4,3,1,4,9,3,9,9,Intuitive,Mixed,5,4,3,8,3,Kinesthetic,5,1,3,6,9,8,6,4,6,Surgery,"Defense, Design, Software",Hands-on/Fieldwork,"Adventure, Impact",HR Specialist
762,25,Male,Graduate,8,5,7,5,9,9,6,1,Collaborative,Extrinsic,5,2,8,7,4,Visual,5,1,3,7,9,1,1,3,1,"Legal Writing, Urban Planning","Research, Politics, Defense",Structured/Organized,"Stability, Recognition, Service",Curriculum Designer
763,20,Male,Vocational,3,4,3,10,6,8,8,1,Risk-averse,Extrinsic,1,3,9,9,5,Kinesthetic,8,4,8,8,1,6,9,6,1,Diplomacy,"Business, Hospitality, Teaching",Creative/Artistic,"Freedom, Stability, Legacy",Curriculum Designer
764,27,Male,Undergraduate,1,7,4,6,3,10,1,6,Collaborative,Intrinsic,6,10,10,3,7,Reading/Writing,7,8,9,8,9,9,4,2,10,"Robotics, Journalism","Science, Public Policy",Fast-paced,"Growth, Money, Freedom",Pilot
765,25,Male,Vocational,1,6,10,10,1,7,7,1,Analytical,Mixed,10,3,7,8,7,Kinesthetic,1,8,2,6,8,5,6,8,8,"Sports Training, Architecture","Art, Media",Hands-on/Fieldwork,"Innovation, Impact",Environmental Policy Consultant
766,45,Female,High School,10,5,9,2,2,6,1,9,Intuitive,Intrinsic,2,3,6,1,8,Auditory,10,6,1,5,3,5,1,10,8,"Music Composition, Sports Training","Agriculture, Science, Law, Art",Team-oriented,"Adventure, Growth, Creativity",Medical Researcher
767,40,Male,Undergraduate,7,1,6,9,10,5,5,1,Analytical,Mixed,3,5,1,10,6,Auditory,2,1,9,8,10,4,4,9,3,"Surgery, Architecture","Agriculture, Research",Hands-on/Fieldwork,"Freedom, Service",Investment Banker
768,19,Female,High School,3,9,6,2,10,3,1,9,Collaborative,Extrinsic,10,5,3,7,2,Reading/Writing,10,4,8,8,7,4,4,8,1,"Astrophysics, Diplomacy","Agriculture, Politics",Team-oriented,"Adventure, Impact",Financial Risk Consultant
769,42,Female,High School,10,4,7,9,8,4,5,5,Collaborative,Extrinsic,9,4,1,7,10,Reading/Writing,5,4,1,2,4,1,1,1,9,Astrophysics,"Sports, Politics",Fast-paced,"Legacy, Adventure, Security",Special Education Specialist
770,30,Female,Graduate,1,2,5,5,8,6,3,8,Intuitive,Intrinsic,1,10,1,6,9,Reading/Writing,2,9,1,9,3,8,2,5,2,"Cybersecurity, Diplomacy","Agriculture, Sports, Environment",Research-driven,"Impact, Adventure, Freedom",Human Rights Advocate
771,45,Male,Self-taught,9,4,7,3,6,4,10,2,Intuitive,Intrinsic,5,4,5,10,7,Visual,9,1,6,9,9,5,5,3,2,Architecture,"Law, Media, Business",Team-oriented,"Innovation, Recognition, Freedom",Media Producer
772,23,Male,Vocational,2,1,7,8,4,6,8,4,Collaborative,Mixed,4,9,4,8,2,Visual,5,5,9,1,7,9,9,5,6,"Astrophysics, Film Direction","Literature, Software, Agriculture",Fast-paced,"Growth, Legacy",Cyber-Forensics Expert
773,34,Female,Vocational,2,2,10,9,7,1,8,4,Risk-averse,Mixed,4,2,5,7,5,Kinesthetic,7,5,6,2,8,3,10,5,8,Urban Planning,"Business, Agriculture",Independent,"Creativity, Adventure, Service",Medical Researcher
774,21,Male,Self-taught,1,7,6,4,1,9,6,3,Collaborative,Mixed,7,2,3,6,7,Kinesthetic,5,4,1,8,3,4,9,10,5,"Film Direction, Diplomacy","Finance, Business, Art, Design",Independent,"Adventure, Creativity",Policy Analyst
775,35,Male,Graduate,5,7,3,3,10,7,5,1,Risk-averse,Extrinsic,7,5,3,10,10,Reading/Writing,8,7,4,8,9,9,5,9,2,"Renewable Energy Systems, Cybersecurity","Agriculture, Teaching",Flexible Remote,"Stability, Growth, Creativity",University Lecturer
776,25,Male,PhD,3,7,7,2,5,6,2,5,Intuitive,Mixed,1,9,7,2,6,Kinesthetic,7,7,5,10,5,5,7,7,4,Robotics,"Medicine, Politics",Hands-on/Fieldwork,"Money, Service, Freedom",Corporate Lawyer
777,17,Male,Graduate,8,7,8,6,1,6,2,8,Collaborative,Intrinsic,5,8,8,5,5,Reading/Writing,9,8,2,5,5,3,3,5,5,Music Composition,"AI, Medicine, Media",Research-driven,"Recognition, Freedom, Legacy",Supply Chain Manager
778,25,Male,Graduate,10,1,10,3,1,9,2,3,Risk-averse,Extrinsic,1,3,6,5,10,Reading/Writing,6,1,1,1,1,4,2,4,8,Legal Writing,"Law, Hospitality, Software, Media",Research-driven,"Legacy, Money",Blockchain Developer
779,38,Male,Graduate,5,3,3,10,5,2,7,4,Intuitive,Extrinsic,9,4,1,10,2,Auditory,3,7,7,3,6,7,2,8,1,Journalism,"Research, Social Work, Space, Business",Creative/Artistic,"Growth, Adventure",Special Education Specialist
780,24,Female,High School,10,5,2,5,3,3,9,6,Collaborative,Mixed,6,6,1,8,3,Auditory,9,10,2,10,2,9,10,1,9,Music Composition,"Teaching, Agriculture, Sports, Defense",Hands-on/Fieldwork,"Impact, Recognition, Legacy",Medical Researcher
781,23,Female,PhD,1,1,4,1,4,2,2,5,Risk-averse,Extrinsic,8,1,6,10,7,Auditory,4,4,6,10,8,5,8,4,2,"Journalism, Teaching Pedagogy","Sports, Space, Defense, Law",Structured/Organized,"Security, Growth",Clinical Psychologist
782,33,Male,Undergraduate,3,7,5,8,6,2,4,4,Risk-averse,Intrinsic,6,10,1,2,9,Visual,10,10,10,3,5,8,2,10,3,Film Direction,"Medicine, Space",Flexible Remote,"Impact, Growth, Recognition",Quantitative Analyst
783,29,Male,Graduate,10,1,3,6,8,10,9,4,Risk-averse,Intrinsic,3,1,1,5,6,Auditory,8,7,5,4,5,4,8,5,5,"Hospital Management, Renewable Energy Systems","Hospitality, Sports, Agriculture, Design",Flexible Remote,"Impact, Recognition, Service",Media Producer
784,36,Female,PhD,7,2,2,10,1,10,10,3,Risk-averse,Extrinsic,6,6,2,2,5,Visual,1,10,5,4,10,5,2,4,3,"Cybersecurity, Astrophysics","Agriculture, Teaching",Team-oriented,"Creativity, Security",Biomedical Engineer
785,43,Male,Undergraduate,1,5,5,10,1,6,6,3,Analytical,Extrinsic,10,10,2,3,2,Kinesthetic,10,10,3,1,6,5,5,7,7,"Cybersecurity, Wildlife Conservation","Politics, Science, Space, Business",Creative/Artistic,"Adventure, Recognition",Diplomatic Advisor
786,16,Female,PhD,3,3,5,5,5,5,2,5,Intuitive,Intrinsic,9,2,1,6,6,Reading/Writing,10,8,8,10,10,2,5,1,3,Hospital Management,"Business, AI, Agriculture",Structured/Organized,"Security, Money",Tax Advisor
787,20,Female,High School,3,4,7,10,8,4,7,2,Analytical,Mixed,6,1,5,2,1,Auditory,9,2,4,6,1,3,1,1,9,Surgery,"Software, Research, Literature, Law",Research-driven,"Growth, Money, Freedom",University Lecturer
788,24,Female,High School,4,4,10,7,2,9,1,2,Analytical,Mixed,3,3,5,4,6,Kinesthetic,9,9,2,1,8,10,5,7,10,"Fashion Design, Music Composition","Sports, Hospitality, Media, Social Work",Fast-paced,"Service, Creativity, Innovation",Financial Risk Consultant
789,22,Female,Vocational,5,5,1,7,8,3,10,9,Risk-averse,Intrinsic,10,1,7,8,2,Kinesthetic,8,3,5,8,6,7,5,7,10,"Fashion Design, Data Analysis","Defense, Art",Creative/Artistic,"Growth, Legacy",Tax Advisor
790,35,Female,High School,1,5,10,10,1,4,1,5,Risk-averse,Intrinsic,9,10,1,3,9,Auditory,2,4,6,7,7,7,8,4,2,Hospital Management,"AI, Art, Literature, Sports",Creative/Artistic,"Adventure, Growth",TV Anchor
791,44,Male,PhD,8,2,3,1,9,5,3,5,Risk-averse,Mixed,4,8,6,4,10,Kinesthetic,7,2,6,9,6,5,2,3,2,"Journalism, Surgery","Media, Politics",Flexible Remote,"Innovation, Adventure",Corporate Trainer
792,34,Female,Vocational,5,1,5,1,5,7,4,2,Risk-averse,Intrinsic,7,3,5,6,2,Auditory,9,7,7,5,4,3,6,3,10,"Sports Training, Surgery","Hospitality, Finance",Structured/Organized,"Adventure, Growth, Security",Policy Analyst
793,16,Female,Vocational,3,6,1,1,1,9,3,8,Analytical,Extrinsic,10,9,1,10,3,Visual,10,9,3,5,1,5,2,9,9,"Film Direction, Surgery","Law, Public Policy, Science, AI",Fast-paced,"Recognition, Service",Diplomat
794,27,Female,PhD,2,10,7,6,2,7,10,2,Analytical,Intrinsic,6,6,5,10,6,Auditory,1,4,1,9,5,4,4,2,4,Renewable Energy Systems,"Law, Social Work, Science, Teaching",Fast-paced,"Adventure, Money",Corporate Lawyer
795,22,Female,Graduate,1,1,10,5,10,9,7,6,Collaborative,Intrinsic,9,8,5,3,5,Reading/Writing,3,1,8,1,1,5,4,9,7,Diplomacy,"Art, Law",Flexible Remote,"Innovation, Money, Growth",Robotics Engineer
796,44,Male,Self-taught,8,1,4,2,1,3,8,2,Risk-averse,Mixed,8,1,2,1,7,Kinesthetic,10,9,6,1,10,6,10,2,4,Diplomacy,"Medicine, Science, Social Work",Hands-on/Fieldwork,"Security, Growth",Product Manager
797,35,Female,Vocational,8,2,10,10,8,1,3,7,Intuitive,Mixed,4,10,7,2,7,Auditory,5,8,3,2,2,1,3,4,2,"Astrophysics, Legal Writing","Law, Hospitality, Medicine, Science",Structured/Organized,"Impact, Creativity",Film Director
798,44,Male,High School,1,9,5,7,8,10,4,7,Analytical,Intrinsic,6,1,5,9,8,Auditory,5,9,8,2,9,10,8,9,8,Hospital Management,"Research, Science",Research-driven,"Recognition, Creativity, Stability",Sports Physiotherapist
799,27,Female,Undergraduate,9,9,4,7,2,4,5,7,Collaborative,Intrinsic,7,3,5,4,1,Reading/Writing,7,8,1,3,1,10,5,10,7,"Nutrition Science, Wildlife Conservation","Sports, Environment, Space, AI",Fast-paced,"Freedom, Impact, Stability",Chef
800,19,Male,Undergraduate,6,9,9,6,7,6,8,6,Collaborative,Extrinsic,10,7,8,3,2,Auditory,7,8,4,10,3,7,6,1,10,Architecture,"AI, Medicine, Business, Design",Flexible Remote,"Innovation, Adventure",Financial Risk Consultant
801,38,Male,Self-taught,8,1,6,9,9,1,7,4,Analytical,Extrinsic,6,9,5,7,1,Kinesthetic,4,8,6,2,9,8,10,2,7,Nutrition Science,"Media, Hospitality",Flexible Remote,"Impact, Growth",Business Development Manager
802,17,Male,Vocational,10,1,6,10,7,2,1,3,Collaborative,Extrinsic,2,3,6,9,10,Visual,7,1,5,6,2,6,8,3,7,"Sports Training, Nutrition Science","Literature, Research",Creative/Artistic,"Stability, Creativity",Space Mission Engineer
803,30,Male,Self-taught,10,5,10,6,5,1,9,3,Risk-averse,Mixed,1,4,1,5,2,Reading/Writing,10,7,6,9,6,3,4,1,9,Urban Planning,"Politics, Software, Social Work, Teaching",Fast-paced,"Money, Stability, Innovation",Corporate Lawyer
804,38,Male,Self-taught,3,3,1,8,3,3,8,9,Risk-averse,Intrinsic,2,1,5,1,2,Kinesthetic,4,6,9,7,3,9,9,10,6,Data Analysis,"Public Policy, Research",Structured/Organized,"Service, Creativity",Cloud Architect
805,44,Male,Undergraduate,1,10,4,9,8,10,8,7,Intuitive,Intrinsic,5,7,2,1,7,Kinesthetic,6,6,2,9,10,8,4,1,1,Teaching Pedagogy,"Social Work, Business, Media, Hospitality",Creative/Artistic,"Growth, Creativity, Security",Biomedical Engineer
806,45,Male,Self-taught,7,6,7,6,10,5,4,1,Analytical,Intrinsic,1,6,9,10,6,Auditory,2,1,7,7,1,2,3,4,8,Cybersecurity,"Media, Hospitality",Structured/Organized,"Adventure, Innovation, Money",Game Concept Artist
807,33,Female,Self-taught,5,7,1,8,7,5,1,5,Collaborative,Intrinsic,9,10,5,2,2,Visual,9,9,7,4,9,8,3,4,3,"Surgery, Film Direction","Medicine, Literature, Software",Research-driven,"Money, Impact, Legacy",Quantitative Analyst
808,18,Male,High School,5,4,6,5,1,1,5,2,Collaborative,Mixed,5,5,5,5,2,Kinesthetic,5,1,10,1,10,3,1,4,1,"Music Composition, Diplomacy","Science, Design",Research-driven,"Freedom, Service",Judge’s Clerk
809,33,Female,PhD,8,4,3,7,3,7,4,2,Intuitive,Mixed,8,9,5,3,8,Auditory,8,7,1,1,2,10,9,6,9,Diplomacy,"Social Work, Finance, Politics, Design",Independent,"Creativity, Service",Astrophysics Researcher
810,42,Female,Self-taught,8,1,5,4,10,4,8,2,Risk-averse,Mixed,6,9,1,3,7,Visual,1,9,1,6,7,7,4,4,2,Cybersecurity,"AI, Medicine",Creative/Artistic,"Freedom, Adventure",Business Development Manager
811,16,Male,PhD,3,3,9,3,7,4,7,3,Risk-averse,Intrinsic,3,2,2,10,4,Visual,5,1,6,8,10,4,9,10,6,"Wildlife Conservation, Cybersecurity","Environment, Law, Finance, Hospitality",Flexible Remote,"Service, Creativity",Medical Researcher
812,45,Female,Vocational,5,9,7,6,4,5,1,8,Risk-averse,Mixed,2,10,7,6,4,Reading/Writing,5,8,9,2,9,1,5,1,2,"Architecture, Astrophysics","Law, Agriculture",Hands-on/Fieldwork,"Creativity, Stability",AR/VR Developer
813,30,Female,Vocational,10,10,8,7,3,1,2,8,Analytical,Mixed,8,9,6,7,3,Kinesthetic,7,3,2,7,5,8,8,8,10,Renewable Energy Systems,"Media, Finance",Creative/Artistic,"Growth, Money, Freedom",Pilot
814,24,Female,Vocational,8,1,5,9,9,5,8,9,Collaborative,Extrinsic,2,5,2,3,9,Reading/Writing,1,6,2,4,4,10,10,1,7,Film Direction,"Finance, AI, Politics, Social Work",Structured/Organized,"Money, Innovation",Athletic Coach
815,32,Male,Undergraduate,5,10,1,7,8,5,6,4,Collaborative,Intrinsic,8,6,7,1,7,Auditory,10,1,6,7,6,7,8,6,4,"Sports Training, Diplomacy","Art, Medicine, Agriculture, Teaching",Flexible Remote,"Impact, Creativity",Military Strategist
816,29,Male,High School,9,2,5,7,5,6,10,9,Intuitive,Intrinsic,3,9,8,7,9,Reading/Writing,10,10,7,5,8,9,1,8,2,Architecture,"Research, Environment, Literature",Research-driven,"Stability, Security",Agritech Specialist
817,27,Male,Vocational,3,10,1,5,2,6,2,7,Collaborative,Extrinsic,4,2,9,10,1,Reading/Writing,8,4,7,4,8,8,6,10,6,Wildlife Conservation,"Design, Law, Politics, Literature",Creative/Artistic,"Recognition, Creativity",Policy Analyst
818,30,Male,PhD,5,7,2,7,6,5,1,7,Risk-averse,Intrinsic,2,9,4,5,4,Visual,1,5,2,6,10,3,6,9,5,Nutrition Science,"Research, Space, Design, Business",Team-oriented,"Innovation, Legacy",Civil Servant
819,18,Male,Graduate,7,2,8,8,6,9,7,2,Collaborative,Intrinsic,3,3,2,7,5,Kinesthetic,8,4,10,3,8,4,7,9,9,"Journalism, Surgery","Defense, Literature, Social Work, Hospitality",Creative/Artistic,"Security, Legacy",Space Mission Engineer
820,39,Female,Self-taught,2,7,3,8,7,8,8,10,Analytical,Intrinsic,1,4,8,8,8,Auditory,5,6,4,3,2,8,8,9,10,"Teaching Pedagogy, Fashion Design","Literature, Agriculture, Design, Defense",Hands-on/Fieldwork,"Impact, Security",Cloud Architect
821,29,Male,High School,10,5,3,3,5,4,7,8,Analytical,Intrinsic,4,2,4,4,2,Auditory,7,7,2,5,10,1,7,7,6,Journalism,"Science, Sports, Space, Business",Independent,"Growth, Innovation",Chef
822,32,Female,Undergraduate,10,5,8,3,7,3,6,10,Intuitive,Intrinsic,1,5,7,6,5,Auditory,7,2,4,6,4,1,4,3,7,Surgery,"Law, Art",Independent,"Creativity, Stability",Investment Banker
823,16,Male,Self-taught,3,1,3,9,9,9,7,7,Collaborative,Extrinsic,8,1,8,10,2,Reading/Writing,3,7,4,1,7,9,2,8,10,"Robotics, Music Composition","Teaching, Finance, Software",Team-oriented,"Impact, Freedom, Creativity",HR Specialist
824,37,Female,High School,3,6,3,6,8,4,4,3,Intuitive,Extrinsic,7,4,4,6,7,Visual,8,2,2,1,5,7,9,5,2,Legal Writing,"Defense, Finance, Science, Medicine",Flexible Remote,"Growth, Impact, Creativity",HR Specialist
825,44,Female,Undergraduate,8,8,8,1,6,7,6,8,Intuitive,Intrinsic,1,3,6,7,7,Visual,6,2,3,2,8,10,9,3,6,"Architecture, Music Composition","Space, Politics, Art",Research-driven,"Service, Legacy",Cybersecurity Analyst
826,16,Male,Vocational,6,10,2,9,1,6,10,2,Intuitive,Intrinsic,6,6,3,4,9,Auditory,9,7,1,2,8,10,7,4,6,"Renewable Energy Systems, Astrophysics","Science, Media",Hands-on/Fieldwork,"Legacy, Creativity",Cyber-Forensics Expert
827,35,Female,Undergraduate,10,9,5,3,4,5,5,1,Collaborative,Intrinsic,5,1,1,7,3,Reading/Writing,7,10,9,3,6,3,1,5,1,"Teaching Pedagogy, Astrophysics","Finance, AI, Software, Science",Structured/Organized,"Service, Freedom, Impact",eSports Manager
828,20,Female,PhD,10,8,10,8,8,5,6,3,Risk-averse,Intrinsic,5,5,6,3,8,Visual,7,2,10,7,2,1,9,2,1,Surgery,"Space, Software, Medicine, Law",Hands-on/Fieldwork,"Money, Adventure",Biomedical Engineer
829,44,Female,Graduate,5,1,9,5,8,5,5,3,Intuitive,Mixed,7,8,3,5,5,Auditory,7,5,6,8,8,7,3,9,1,"Surgery, Diplomacy","Law, Software, Social Work, Defense",Fast-paced,"Money, Adventure, Service",Sports Physiotherapist
830,16,Female,High School,7,5,4,8,10,6,8,1,Risk-averse,Extrinsic,1,6,5,10,2,Reading/Writing,9,4,7,6,5,10,10,1,9,"Diplomacy, Teaching Pedagogy","Law, Politics, Defense",Research-driven,"Legacy, Service, Freedom",Investment Banker
831,34,Female,Undergraduate,9,4,3,4,1,5,7,4,Analytical,Intrinsic,6,10,1,6,2,Auditory,8,10,2,7,2,10,9,5,3,Data Analysis,"Public Policy, Defense, Art",Fast-paced,"Service, Security",Supply Chain Manager
832,37,Male,PhD,1,10,9,1,2,4,10,1,Intuitive,Intrinsic,6,3,10,2,1,Kinesthetic,1,7,1,4,2,4,8,4,1,"Legal Writing, Journalism","Agriculture, Public Policy, Space",Structured/Organized,"Impact, Freedom",Medical Researcher
833,21,Male,Vocational,9,6,8,6,1,2,3,1,Risk-averse,Mixed,9,1,2,1,4,Reading/Writing,2,4,6,1,2,7,8,5,6,Nutrition Science,"Agriculture, Teaching, Defense",Fast-paced,"Impact, Innovation, Legacy",Blockchain Developer
834,40,Male,Undergraduate,2,3,10,1,1,10,1,3,Risk-averse,Mixed,9,8,5,2,9,Kinesthetic,9,3,8,4,3,3,2,8,1,"Renewable Energy Systems, Legal Writing","Public Policy, Politics, Art",Research-driven,"Impact, Growth, Freedom",Biomedical Engineer
835,23,Male,Graduate,7,7,9,6,3,9,7,9,Analytical,Extrinsic,10,6,7,5,4,Kinesthetic,7,7,10,7,1,9,7,7,2,Fashion Design,"Social Work, Research",Fast-paced,"Service, Innovation",Pediatric Surgeon
836,29,Male,High School,8,10,7,3,3,5,7,4,Collaborative,Intrinsic,1,6,1,4,10,Kinesthetic,8,5,7,1,7,6,10,3,10,Legal Writing,"Literature, Design, Space, Research",Structured/Organized,"Security, Impact",Pediatric Surgeon
837,26,Male,High School,9,10,7,1,9,8,7,2,Risk-averse,Extrinsic,2,8,10,7,6,Visual,1,1,3,4,2,3,4,2,7,Data Analysis,"Environment, Finance, Literature",Team-oriented,"Service, Money, Impact",High School Physics Teacher
838,17,Female,PhD,7,4,3,3,7,7,7,9,Collaborative,Extrinsic,2,6,8,7,6,Visual,6,5,7,7,8,9,7,10,4,"Legal Writing, Architecture","Politics, Environment, Software, Media",Research-driven,"Service, Security",eSports Manager
839,28,Female,Undergraduate,1,10,1,1,2,10,10,2,Intuitive,Extrinsic,9,3,8,5,5,Visual,1,8,5,2,1,7,3,7,6,Sports Training,"Teaching, Art, Literature",Flexible Remote,"Adventure, Service",Curriculum Designer
840,34,Male,Undergraduate,5,2,10,7,8,6,8,6,Collaborative,Mixed,7,6,6,3,1,Visual,4,7,8,6,1,9,3,9,8,Fashion Design,"Environment, Science",Flexible Remote,"Creativity, Freedom",Curriculum Designer
841,33,Male,Self-taught,6,1,10,6,4,5,4,5,Collaborative,Mixed,3,8,1,1,3,Kinesthetic,4,9,1,4,6,10,7,7,5,Renewable Energy Systems,"Public Policy, Space, Defense, Social Work",Hands-on/Fieldwork,"Freedom, Security, Legacy",Robotics Engineer
842,37,Male,High School,6,6,8,2,3,9,5,4,Collaborative,Mixed,5,1,3,5,7,Visual,3,6,1,9,8,6,7,4,9,Wildlife Conservation,"Medicine, Sports, Defense",Creative/Artistic,"Innovation, Creativity, Impact",Blockchain Developer
843,45,Male,PhD,8,7,10,10,5,10,1,7,Risk-averse,Extrinsic,9,4,9,9,7,Kinesthetic,2,4,1,3,3,6,4,4,2,"Wildlife Conservation, Robotics","Science, Media, Law",Flexible Remote,"Recognition, Legacy",Investigative Journalist
844,20,Female,Vocational,6,9,8,9,5,9,6,6,Intuitive,Extrinsic,9,7,9,7,7,Reading/Writing,8,9,3,1,7,4,1,9,1,"Renewable Energy Systems, Urban Planning","Media, Social Work, Hospitality, Sports",Structured/Organized,"Security, Impact",Diplomat
845,28,Female,Vocational,2,2,10,8,1,1,2,8,Intuitive,Intrinsic,1,4,1,9,1,Visual,8,1,7,8,9,3,4,8,8,Architecture,"Research, Software, Law, AI",Team-oriented,"Stability, Freedom, Recognition",TV Anchor
846,36,Male,PhD,1,7,3,1,7,2,10,6,Risk-averse,Extrinsic,8,3,1,8,5,Auditory,10,5,4,6,4,7,8,10,1,"Architecture, Sports Training","Teaching, Media, AI, Science",Creative/Artistic,"Impact, Service",Civil Servant
847,20,Male,Vocational,10,6,6,3,3,5,5,9,Intuitive,Intrinsic,5,1,2,10,8,Auditory,10,1,10,10,5,1,3,6,2,"Diplomacy, Fashion Design","Business, Finance, Agriculture",Research-driven,"Money, Growth, Impact",Civil Servant
848,34,Male,Vocational,1,8,2,2,1,2,5,8,Risk-averse,Mixed,1,6,1,1,9,Kinesthetic,5,6,8,4,5,1,8,8,2,"Hospital Management, Legal Writing","Defense, Design, Science, Law",Creative/Artistic,"Legacy, Innovation",Graphic Designer
849,25,Male,PhD,9,2,6,9,7,5,10,2,Collaborative,Mixed,8,9,9,1,6,Kinesthetic,4,5,1,6,8,3,6,4,5,"Film Direction, Journalism","Design, Law, AI",Hands-on/Fieldwork,"Money, Freedom",High School Physics Teacher
850,33,Female,PhD,4,1,9,10,5,2,10,9,Collaborative,Extrinsic,6,2,3,10,4,Reading/Writing,3,8,6,9,1,6,9,2,2,"Astrophysics, Diplomacy","Social Work, Science, Software, Space",Fast-paced,"Growth, Recognition",Investment Banker
851,33,Female,Undergraduate,4,5,8,5,10,8,2,7,Analytical,Mixed,1,4,5,9,4,Visual,4,2,5,10,7,2,4,4,4,"Music Composition, Hospital Management","Public Policy, Software",Creative/Artistic,"Creativity, Innovation, Legacy",Climate Scientist
852,40,Male,Self-taught,8,6,10,2,10,8,5,8,Intuitive,Intrinsic,3,10,3,9,2,Kinesthetic,6,5,3,9,5,7,3,9,9,"Cybersecurity, Urban Planning","Defense, Art, Software",Structured/Organized,"Stability, Innovation",Nutritionist
853,18,Male,High School,9,6,4,9,9,6,3,3,Risk-averse,Intrinsic,9,8,7,10,8,Auditory,9,4,9,1,2,2,1,7,7,Urban Planning,"AI, Public Policy",Research-driven,"Legacy, Growth, Freedom",Business Development Manager
854,20,Female,PhD,7,1,9,9,7,6,2,4,Risk-averse,Mixed,5,8,4,6,1,Kinesthetic,3,2,3,8,6,6,9,10,5,"Wildlife Conservation, Music Composition","Research, Medicine, AI",Flexible Remote,"Adventure, Freedom, Legacy",Hotel Manager
855,27,Male,Undergraduate,9,4,1,10,6,10,1,5,Collaborative,Mixed,10,9,5,2,3,Visual,10,3,5,2,9,6,2,8,10,Sports Training,"Space, Media, Literature, AI",Fast-paced,"Service, Money",AI/ML Engineer
856,33,Male,High School,5,6,9,5,4,4,9,3,Intuitive,Intrinsic,9,3,1,4,5,Auditory,2,2,6,10,9,2,9,8,5,"Urban Planning, Nutrition Science","Media, Social Work",Research-driven,"Stability, Growth, Impact",Film Director
857,37,Female,Vocational,7,7,6,1,2,9,10,2,Intuitive,Intrinsic,4,7,10,5,10,Auditory,8,4,5,8,3,5,8,6,6,Data Analysis,"Research, Finance, Agriculture, Environment",Independent,"Impact, Recognition",Game Concept Artist
858,36,Female,Vocational,7,4,4,4,9,2,6,9,Analytical,Mixed,6,2,2,10,4,Kinesthetic,3,6,6,5,3,2,10,2,8,Surgery,"Art, Media, Design, AI",Independent,"Freedom, Creativity, Service",University Lecturer
859,19,Female,Self-taught,2,1,2,9,3,1,4,8,Analytical,Intrinsic,7,10,3,4,7,Visual,4,10,6,5,3,7,8,3,1,Cybersecurity,"Literature, Research",Research-driven,"Service, Innovation, Creativity",Cloud Architect
